index,LEAGUE,PLAYER,POS,TEAM,GAME,FP,PTS,MIN,FG,FGA,AST,TRB,DRB,ORB,BK,ST,TO,FT,FTP,FGP,DATE
243,NBA,Moses Brown,C,DAL,OKC@DAL,5.9,2.8,8,1.0,1.9,0.0,2.9,2,0.9,0.4,0.2,0.4,0.8,0.6,0.53,2022-01-17
244,NBA,Admiral Schofield,SF,ORL,POR@ORL,5.8,2.8,11,1.2,2.2,0.6,2.1,1.9,0.2,0.2,0.1,0.4,0.0,0.46,0.55,2022-01-17
245,NBA,Semi Ojeleye,PF,MIL,MIL@ATL,5.7,2.8,13,0.9,2.8,0.4,2.0,1.4,0.6,0.1,0.2,0.2,0.4,0.79,0.32,2022-01-17
246,NBA,Justin Champagnie,SF,TOR,TOR@MIA,5.3,2.6,10,1.0,2.1,0.3,2.1,1,1.2,0.2,0.1,0.3,0.3,0.94,0.48,2022-01-17
247,NBA,Thaddeus Young,PF,SA,PHO@SA,5.1,2.5,6,1.1,2.1,0.7,1.2,0.8,0.4,0.1,0.2,0.3,0.2,0.59,0.52,2022-01-17
248,NBA,Santi Aldama,PF,MEM,CHI@MEM,4.9,2.3,8,0.9,2.6,0.4,1.9,1.3,0.6,0.2,0.0,0.3,0.3,0.58,0.35,2022-01-17
249,NBA,Theo Pinson,SG,DAL,OKC@DAL,4.5,1.9,7,0.6,2.2,0.7,1.1,1,0.1,0.1,0.3,0.3,0.3,0.94,0.27,2022-01-17
250,NBA,Tomas Satoransky,SG,NO,NO@BOS,4.2,1.6,5,0.6,1.4,1.0,0.7,0.5,0.2,0.0,0.2,0.3,0.2,0.82,0.43,2022-01-17
0,NBA,Julius Randle,PF,NY,MIN@NY,38.0,20.6,35,7.5,16.6,4.9,10.0,8.4,1.6,0.5,0.8,3.8,3.7,0.76,0.45,2022-01-18
1,NBA,Karl-Anthony Towns,C,MIN,MIN@NY,37.7,22.3,34,8.1,15.8,3.6,9.1,6.8,2.2,1.3,0.8,3.0,3.9,0.82,0.51,2022-01-18
2,NBA,D`Angelo Russell,PG,MIN,MIN@NY,32.2,17.7,31,6.5,15.2,6.2,3.2,2.9,0.3,0.4,0.9,2.3,1.9,0.81,0.43,2022-01-18
3,NBA,Anthony Edwards,SG,MIN,MIN@NY,30.1,20.1,34,7.4,16.5,3.2,4.3,3.7,0.6,0.5,1.1,2.4,2.4,0.8,0.45,2022-01-18
4,NBA,Andrew Wiggins,SF,GS,DET@GS,30.1,19.1,33,7.1,13.8,3.2,4.7,3.8,0.9,0.8,1.0,1.9,2.3,0.7,0.51,2022-01-18
5,NBA,RJ Barrett,SF,NY,MIN@NY,29.7,18.8,33,6.8,15.7,3.3,5.7,5.0,0.7,0.3,0.7,2.5,2.8,0.69,0.43,2022-01-18
6,NBA,Stephen Curry,PG,GS,DET@GS,28.5,17.7,21,5.8,11.7,4.2,3.4,3.1,0.3,0.2,0.9,2.0,2.6,0.92,0.5,2022-01-18
7,NBA,Klay Thompson,SG,GS,DET@GS,27.6,19.2,28,7.2,14.3,2.5,3.4,3.0,0.4,0.5,1.1,1.6,1.3,0.86,0.5,2022-01-18
8,NBA,Cade Cunningham,PG,DET,DET@GS,27.5,15.3,33,5.8,14.6,4.7,5.1,4.4,0.7,0.6,1.2,4.0,1.6,0.84,0.4,2022-01-18
9,NBA,Otto Porter,SF,GS,DET@GS,26.9,12.8,28,4.8,9.2,3.0,6.7,5.6,1.1,0.6,1.5,0.9,0.8,0.75,0.52,2022-01-18
10,NBA,Jordan Poole,SG,GS,DET@GS,26.6,16.8,29,5.7,12.2,4.0,2.9,2.7,0.2,0.3,0.9,2.1,2.4,0.89,0.47,2022-01-18
11,NBA,Kevon Looney,C,GS,DET@GS,23.4,7.5,29,3.2,5.6,3.0,9.1,6.0,3.1,0.9,0.9,1.1,1.2,0.65,0.57,2022-01-18
12,NBA,Alec Burks,SG,NY,MIN@NY,22.3,12.0,27,3.9,9.1,2.6,4.6,4.1,0.5,0.3,1.2,1.0,2.3,0.84,0.43,2022-01-18
13,NBA,Saddiq Bey,SF,DET,DET@GS,22.1,13.7,33,4.6,12.6,1.8,5.2,4.3,0.9,0.2,0.7,1.4,2.1,0.84,0.36,2022-01-18
14,NBA,Immanuel Quickley,SG,NY,MIN@NY,21.3,12.5,26,4.2,10.5,3.3,2.9,2.5,0.4,0.1,0.7,1.5,1.9,0.9,0.4,2022-01-18
15,NBA,Evan Fournier,SG,NY,MIN@NY,20.4,13.4,27,4.8,10.9,2.3,2.8,2.4,0.4,0.2,0.9,1.6,1.3,0.78,0.44,2022-01-18
16,NBA,Patrick Beverley,PG,MIN,MIN@NY,20.2,7.5,26,2.6,6.5,3.9,4.1,3.2,0.8,0.8,1.0,1.0,0.9,0.73,0.4,2022-01-18
17,NBA,Cory Joseph,PG,DET,DET@GS,20.0,9.3,32,3.3,8.3,4.0,3.1,2.6,0.5,0.3,1.1,1.7,1.5,0.84,0.4,2022-01-18
18,NBA,Mitchell Robinson,C,NY,MIN@NY,18.3,7.6,24,3.3,4.1,0.5,7.6,4.6,3.0,2.0,0.8,0.8,1.0,0.54,0.81,2022-01-18
19,NBA,Isaiah Stewart,C,DET,DET@GS,18.1,8.1,27,3.4,6.7,1.0,7.7,5.3,2.4,1.4,0.4,1.5,1.1,0.67,0.51,2022-01-18
20,NBA,Jarred Vanderbilt,SF,MIN,MIN@NY,17.3,6.0,26,2.6,4.5,1.3,7.9,5.8,2.2,0.7,1.2,1.0,0.8,0.58,0.58,2022-01-18
21,NBA,Malik Beasley,SG,MIN,MIN@NY,17.2,11.9,26,4.3,10.5,1.4,2.7,2.4,0.3,0.1,0.5,0.7,0.6,0.8,0.41,2022-01-18
22,NBA,Nemanja Bjelica,PF,GS,DET@GS,17.0,7.8,18,2.8,5.8,2.4,4.5,3.7,0.8,0.4,0.7,1.1,0.8,0.73,0.48,2022-01-18
23,NBA,Hamidou Diallo,SG,DET,DET@GS,16.6,9.7,24,4.0,8.7,1.3,4.3,3.3,1.0,0.4,1.1,1.4,1.3,0.6,0.46,2022-01-18
24,NBA,Killian Hayes,PG,DET,DET@GS,14.7,5.8,26,2.2,6.6,3.2,2.7,2.3,0.4,0.4,1.2,1.9,0.8,0.83,0.33,2022-01-18
25,NBA,Obi Toppin,PF,NY,MIN@NY,13.8,7.8,17,3.0,5.8,1.2,3.7,2.9,0.8,0.4,0.4,0.9,1.2,0.75,0.52,2022-01-18
26,NBA,Jaden McDaniels,PF,MIN,MIN@NY,13.3,7.2,26,2.9,6.8,1.0,3.8,2.9,0.9,0.7,0.5,0.9,0.6,0.8,0.43,2022-01-18
27,NBA,Juan Toscano-Anderson,SF,GS,DET@GS,13.2,4.8,16,1.9,3.5,2.5,3.3,2.8,0.5,0.4,0.8,1.1,0.5,0.6,0.54,2022-01-18
28,NBA,Andre Iguodala,SF,GS,DET@GS,13.1,4.0,16,1.5,3.1,2.9,2.7,2.2,0.5,0.5,0.8,0.8,0.3,0.62,0.48,2022-01-18
29,NBA,Kemba Walker,PG,NY,MIN@NY,12.2,7.0,13,2.4,5.5,1.8,1.8,1.6,0.2,0.1,0.4,0.8,1.1,0.86,0.44,2022-01-18
30,NBA,Damion Lee,SG,GS,DET@GS,12.2,6.9,16,2.4,4.8,1.2,2.7,2.4,0.3,0.1,0.6,0.5,0.8,0.86,0.5,2022-01-18
31,NBA,Gary Payton,PG,GS,DET@GS,11.7,6.1,13,2.5,3.8,0.9,2.9,2.2,0.7,0.2,1.1,0.4,0.4,0.58,0.66,2022-01-18
32,NBA,Taj Gibson,PF,NY,MIN@NY,11.4,4.7,18,1.9,3.4,0.8,4.6,3.1,1.5,0.8,0.5,0.8,0.7,0.73,0.56,2022-01-18
33,NBA,Josh Jackson,SF,DET,DET@GS,10.9,6.7,16,2.5,6.4,1.1,2.5,2.0,0.4,0.3,0.4,1.2,1.1,0.7,0.39,2022-01-18
34,NBA,Naz Reid,PF,MIN,MIN@NY,10.5,6.2,13,2.3,5.0,0.5,2.9,2.1,0.8,0.7,0.3,0.6,0.9,0.71,0.46,2022-01-18
35,NBA,Trey Lyles,PF,DET,DET@GS,10.5,6.0,14,2.1,5.1,0.7,3.2,2.5,0.7,0.3,0.3,0.7,1.2,0.76,0.41,2022-01-18
36,NBA,Quentin Grimes,SG,NY,MIN@NY,10.1,5.7,16,2.0,4.7,1.2,1.6,1.4,0.2,0.2,0.7,0.6,0.2,0.58,0.43,2022-01-18
37,NBA,Taurean Waller-Prince,SF,MIN,MIN@NY,9.9,5.6,16,2.0,5.0,1.0,2.2,1.9,0.3,0.3,0.4,0.6,0.6,0.8,0.4,2022-01-18
38,NBA,Jaylen Nowell,SG,MIN,MIN@NY,9.9,5.6,12,2.2,4.7,1.4,1.4,1.3,0.2,0.2,0.4,0.4,0.7,0.74,0.47,2022-01-18
39,NBA,Saben Lee,SG,DET,DET@GS,8.9,3.8,12,1.3,3.5,1.7,1.6,1.3,0.3,0.3,0.6,0.8,1.0,0.75,0.37,2022-01-18
40,NBA,Frank Jackson,PG,DET,DET@GS,8.3,6.1,15,2.2,5.8,0.6,1.2,0.9,0.3,0.1,0.3,0.6,0.8,0.8,0.38,2022-01-18
41,NBA,Josh Okogie,SG,MIN,MIN@NY,6.8,3.5,14,1.2,2.9,0.6,1.8,1.3,0.5,0.3,0.5,0.5,0.8,0.73,0.41,2022-01-18
42,NBA,Luka Garza,PF,DET,DET@GS,6.8,4.1,10,1.5,3.4,0.4,2.1,0.9,1.2,0.1,0.2,0.4,0.7,0.62,0.44,2022-01-18
43,NBA,Rodney McGruder,SF,DET,DET@GS,5.7,2.9,12,1.1,2.9,0.6,1.6,1.2,0.4,0.1,0.3,0.4,0.3,0.68,0.38,2022-01-18
